REGION,COUNTRY,PNET ID,Partner Tier,GSI (Y/N),High Touch (Y/N),Veritas Partners,Stakeholder type,"Areas of Support
",Activity type,"Activity 
Date
DD/MM/YYYY",Notes category,Notes (free text)
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,PRM related activities,Emails,23/9/2021,General,Sent outcome of Claims review to Tommy 
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,PRM related activities,Emails,23/9/2021,General,Forward outcomes in Excel to Anise for uploading into OD
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Partner Engagement,Emails,24/9/2021,General,Adding 3rd reminder EDM invite for DYS - ASPR
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Partner Engagement,Emails,24/9/2021,General,Adjusting timings within EDM content with Elaine
South Asia & Pacific,Indonesia,8777877,Distribution Partner,No,Y,PT. Synnex Metrodata Indonesia,Partner,PRM related activities,Emails,24/9/2021,General,Suggest on cancel and repurpose VPDF to another activity
HQ,0,0,0,0,N,Veritas APJ,Veritas regional team,Non Marketing,Emails,24/9/2021,General,Migration of VDI request by Jaiprakash
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Partner Engagement,Emails,27/9/2021,General,Finalized EDM invite for DYS - ASPR with team
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,27/9/2021,General,Booking time with Tommy to review ID plans
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Partner Engagement,Emails,27/9/2021,General,request OFT and EML of  EDM invite for DYS - ASPR with Elaine
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Partner Engagement,Emails,28/9/2021,General,Final edit on adding title of Gary EDM invite for DYS - ASPR with Elaine
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Partner Engagement,Emails,28/9/2021,General,Final edit on adding title of Gary EDM invite for DYS - ASPR with Elaine
South Asia & Pacific,Indonesia,8777877,Distribution Partner,No,Y,PT. Synnex Metrodata Indonesia,Partner,PRM related activities,Emails,28/9/2021,General,Suggest on cancel and repurpose VPDF to another activity and reminder to raise remaining
South Asia & Pacific,Singapore,41827,Distribution Partner,No,Y,VSTECS (SINGAPORE) PTE. LTD.,Partner,PRM related activities,Emails,28/9/2021,General,Reminder email to partner on VPDF activity
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,PRM related activities,Emails,28/9/2021,General,Reminder email to partner on VPDF activity
South Asia & Pacific,Malaysia,1577743,Distribution Partner,No,Y,Tec D Distribution (Malaysia) Sdn. Bhd.,Partner,PRM related activities,Emails,28/9/2021,General,Reminder email to partner on VPDF activity
South Asia & Pacific,Malaysia,9377,Distribution Partner,No,Y,Ingram Micro Malaysia Sdn Bhd,Partner,PRM related activities,Emails,28/9/2021,General,Reminder email to partner on VPDF activity
South Asia & Pacific,Malaysia,36307735,Platinum,No,Y,Wiki Labs Sdn Bhd,Partner,PRM related activities,Emails,28/9/2021,General,Reminder email to partner on VPDF activity
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Emails,28/9/2021,General,ASR PSM to confirm recipient of gift voucher for SPIFF program Jun-Jul2021
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Partner Engagement,Emails,28/9/2021,General,request OFT and EML of  EDM invite for DYS - ASPR with Elaine
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas Channel Ops,PRM related activities,Emails,28/9/2021,General,Review Claim costing for ASR SPIFF with Cherise
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas Channel Ops,PRM related activities,Emails,28/9/2021,General,Review Claim outcomes 511109 costing by SMI with Cherise and Tommy
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas Channel Ops,PRM related activities,Emails,28/9/2021,General,Forward outcomes in Excel to Anise for uploading into OD 511109
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Non Marketing,Emails,29/9/2021,General,Forwrad formating on weekly report for GCR to KOR  CM team Sue
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Partner Engagement,Emails,29/9/2021,General,Sent OFT and EML of  EDM invite for DYS - ASPR to local team
South Asia & Pacific,Malaysia,36307735,Platinum,No,Y,Wiki Labs Sdn Bhd,Partner,PRM related activities,Emails,29/9/2021,General,sent SPIFF of ASR Aug-Dec to partner to attach when raising reuqest
South Asia & Pacific,Malaysia,36307735,Platinum,No,Y,Wiki Labs Sdn Bhd,Partner,PRM related activities,Emails,29/9/2021,General,Reminder on activities list to raise
South Asia & Pacific,Singapore,41827,Distribution Partner,No,Y,VSTECS (SINGAPORE) PTE. LTD.,Partner,PRM related activities,Emails,29/9/2021,General,Partner will need to repurpose this as similar activity done prev Qtr
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Regional Reporting,Emails,29/9/2021,General,Weekly report for ASPR
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,VPDF Planning,Emails,30/9/2021,General,Align Sophie on activities raised in PRM
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,VPDF Planning,Emails,30/9/2021,General,Align Trudie on activities raised in PRM
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,30/9/2021,General,Provide PAC and VIBE doc prep by Dinah to Alex for signature
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,30/9/2021,General,Book slot for BE SPIFF discussion with Alex
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,30/9/2021,General,Explain costing for  PAC and VIBE doc prep by Dinah to Alex for signature
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,VPDF Planning,Emails,30/9/2021,General,Align Trudie on Q4 plans
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,4/10/2021,General,Reply Tommy on L1 approval
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Partner Engagement,Emails,4/10/2021,General,Registration report for DYS sent
South Asia & Pacific,Malaysia,36307735,Platinum,No,Y,Wiki Labs Sdn Bhd,Partner,PRM related activities,Emails,4/10/2021,General,"Reminder on raise 21,5k for PAC and VIBE to partner"
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Regional Reporting,Emails,4/10/2021,General,Sent PPT Deck and reminders to complete personal trackers and Deck
South Asia & Pacific,Malaysia,36307735,Platinum,No,Y,Wiki Labs Sdn Bhd,Partner,PRM related activities,Emails,4/10/2021,General,Intro Anise to YK Choy from Wikilabs
South Asia & Pacific,Malaysia,36307735,Platinum,No,Y,Wiki Labs Sdn Bhd,Partner,PRM related activities,Emails,4/10/2021,General,Review L1 request
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Non Marketing,Emails,4/10/2021,General,Sent ROI mEthod 2 oracle report over
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Non Marketing,Webex/MS Teams,4/10/2021,General,Walkthrough ROI Method 2 with Sue for KOREA
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Regional Reporting,Emails,4/10/2021,General,Sent PPT Deck and reminders to complete personal trackers and Deck
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Regional Reporting,Webex/MS Teams,5/7/2021,General,ORR progress report with Alex
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,VPDF Planning,Webex/MS Teams,7/7/2021,General,Monthly meeting with Alice and Cherise
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,VPDF Planning,Webex/MS Teams,7/7/2021,General,SoW FY22 with Alice and Cherise
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Regional Reporting,Webex/MS Teams,13/7/2021,General,Q122 Channel Marketing QBR Review
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Webex/MS Teams,14/7/2021,General,Intro Channel Marketing Charter with Pete and Darric
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Regional Reporting,Webex/MS Teams,16/7/2021,General,Q122 Channel Marketing QBR Review
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Webex/MS Teams,23/7/2021,General,MB SPIFF Discussion with Alex
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Partner Engagement,Webex/MS Teams,28/7/2021,General,DLO 9.6 WEBINAR Practice 
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Partner Engagement,Webex/MS Teams,28/7/2021,General,DLO 9.6 WEBINAR LIVE
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Partner Engagement,Webex/MS Teams,29/7/2021,General,PMC GAP discussion
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Webex/MS Teams,3/8/2021,General,VPDF updates with Anise
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,VPDF Planning,Webex/MS Teams,3/8/2021,General,VPDF updates with Alice
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,VPDF Planning,Webex/MS Teams,4/8/2021,General,Monthly meeting with Alice and Cherise
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Webex/MS Teams,4/8/2021,General,Weekly report updates with Anise
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,VPDF Planning,Webex/MS Teams,5/8/2021,General,VPDF Q4 utilisation updates wit Cherise
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Webex/MS Teams,11/8/2021,General,Dicussion with Darric
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Regional Reporting,Webex/MS Teams,12/8/2021,General,Alignment call with Manoj
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Marketing Campaigns,Webex/MS Teams,20/8/2021,General,BE Campaing updates by Varun
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Webex/MS Teams,24/8/2021,General,VPDF updates with Anise
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,VPDF Planning,Webex/MS Teams,27/8/2021,General,Training by Alice - JMP session 1
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Webex/MS Teams,27/8/2021,General,Voucher discussion with Alex
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Webex/MS Teams,27/8/2021,General,call with Sirius
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,VPDF Planning,Webex/MS Teams,1/9/2021,General,Monthly meeting with Alice and Cherise
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,VPDF Planning,Webex/MS Teams,3/9/2021,General,Training by Alice - JMP session 2
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Webex/MS Teams,8/9/2021,General,Q3 SPIFF Fund discussion with Alex and Cherise
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,VPDF Planning,Webex/MS Teams,9/9/2021,General,ROI Reports guide needed
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas APJ,VPDF Planning,Webex/MS Teams,10/9/2021,General,review One pager slide for ASR Channel sales meeting
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Webex/MS Teams,10/9/2021,General, ASR Channel sales meeting
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Webex/MS Teams,15/9/2021,General,DYS deck review
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Webex/MS Teams,22/9/2021,General,Q1 Funds planning consolidation with Alex
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Webex/MS Teams,24/9/2021,General, ASR Channel sales meeting
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Webex/MS Teams,27/9/2021,General,ID call with TOMMY
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Partner Engagement,Webex/MS Teams,27/9/2021,General,DYS Cadence call with Tomm
South Asia & Pacific,Malaysia,36307735,Platinum,No,Y,Wiki Labs Sdn Bhd,Partner,PRM related activities,Webex/MS Teams,29/9/2021,General,Walkthrough of PRM request with Partner YK Choy
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Webex/MS Teams,30/9/2021,General,MB SPIFF Discussion with Alex
South Asia & Pacific,Australia,36521013,Distribution Partner,No,Y,Tech Data Advanced Solutions (ANZ) Limited,Partner,PRM related activities,Emails,29/9/2021,General,Review L1 request
South Asia & Pacific,New Zealand,36889,Platinum,No,N,Datacom Systems Ltd,Partner,PRM related activities,Emails,30/9/2021,General,Review L1 request
South Asia & Pacific,Malaysia,36307735,Platinum,No,Y,Wiki Labs Sdn Bhd,Partner,PRM related activities,Emails,29/9/2021,General,Review L1 request
South Asia & Pacific,Malaysia,36307735,Platinum,No,Y,Wiki Labs Sdn Bhd,Partner,PRM related activities,Emails,29/9/2021,General,Review L1 request
South Asia & Pacific,Malaysia,36307735,Platinum,No,Y,Wiki Labs Sdn Bhd,Partner,PRM related activities,Emails,30/9/2021,General,Review L1 request
South Asia & Pacific,Malaysia,53523,Distribution Partner,No,Y,Glocomp Systems (M) Sdn Bhd,Partner,PRM related activities,Emails,27/9/2021,General,Review L1 request
South Asia & Pacific,Malaysia,1577743,Distribution Partner,No,Y,Tec D Distribution (Malaysia) Sdn. Bhd.,Partner,PRM related activities,Emails,29/9/2021,General,Review L1 request
South Asia & Pacific,Indonesia,36518046,Distribution Partner,No,Y,PT Tech Data Advanced Solutions Indonesia,Partner,PRM related activities,Emails,28/9/2021,General,Review L1 request
South Asia & Pacific,Malaysia,36307735,Platinum,No,Y,Wiki Labs Sdn Bhd,Partner,PRM related activities,Emails,29/9/2021,General,Review L1 request
South Asia & Pacific,Malaysia,53523,Distribution Partner,No,Y,Glocomp Systems (M) Sdn Bhd,Partner,PRM related activities,Call/Chat Messaging,24/8/2021,General,Intro of Anise to Partner
South Asia & Pacific,Malaysia,53523,Distribution Partner,No,Y,Glocomp Systems (M) Sdn Bhd,Partner,PRM related activities,Call/Chat Messaging,25/8/2021,General,PartnerNet doc
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Call/Chat Messaging,27/8/2021,General,Group chat with Sirius Alex and Anise on Meeting maker
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Partner Engagement,Call/Chat Messaging,14/7/2021,General,Reina on feedback on ASR programs
South Asia & Pacific,Philippines,63010,Distribution Partner,No,Y,"Wordtext Systems, Inc.",Partner,Partner Engagement,Call/Chat Messaging,26/8/2021,General,Intro Anise to Partner Kathryn
South Asia & Pacific,Philippines,63010,Distribution Partner,No,Y,"Wordtext Systems, Inc.",Partner,Partner Engagement,Call/Chat Messaging,31/8/2021,General,Gift voucher discussion
South Asia & Pacific,Philippines,53706,Gold,No,Y,Creative Infosolutions Inc.,Partner,Partner Engagement,Call/Chat Messaging,26/8/2021,General,Got to know Janine no longer with Veritas when intro Anise
South Asia & Pacific,Philippines,48398,Silver,No,Y,"Glo-Cal Advanced Systems, Inc.",Partner,Partner Engagement,Call/Chat Messaging,26/8/2021,General,Intro Anise to partner Van
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Call/Chat Messaging,7/7/2021,General,Kaylie on IM MY activities
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Call/Chat Messaging,14/7/2021,General,Kaylie on feedback of ASR programs
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,PRM related activities,Call/Chat Messaging,17/7/2021,General,Kaylie on Wikilabs claims
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,PRM related activities,Call/Chat Messaging,21/7/2021,General,Kaylie on Wikilabs claims
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,PRM related activities,Call/Chat Messaging,22/7/2021,General,Kaylie on Wikilabs claims
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,PRM related activities,Call/Chat Messaging,3/8/2021,General,Kaylie on expired Wikilabs activity
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Regional Reporting,Call/Chat Messaging,25/8/2021,General,Kaylie on MY pipeline
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Regional Reporting,Call/Chat Messaging,26/8/2021,General,Kaylie on SPIFF Vouchers
South Asia & Pacific,Indonesia,8777877,Distribution Partner,No,Y,PT. Synnex Metrodata Indonesia,Partner,Partner Engagement,Call/Chat Messaging,26/8/2021,General,Intro Anise to Joanna 
South Asia & Pacific,Indonesia,53405,Platinum,No,Y,PT Mitra Integrasi Informatika,Partner,Partner Engagement,Call/Chat Messaging,26/8/2021,General,Intro Anise to Caroline
South Asia & Pacific,Malaysia,1577743,Distribution Partner,No,Y,Tec D Distribution (Malaysia) Sdn. Bhd.,Partner,Partner Engagement,Call/Chat Messaging,26/8/2021,General,Intro Anise to Nora
South Asia & Pacific,Malaysia,9377,Distribution Partner,No,Y,Ingram Micro Malaysia Sdn Bhd,Partner,Partner Engagement,Call/Chat Messaging,26/8/2021,General,Intro Anise to Jennie
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Call/Chat Messaging,14/7/2021,General,Weerakit on feedback on ASR programs
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Call/Chat Messaging,19/7/2021,General,Weerakit on VPDF activities
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Regional Reporting,Call/Chat Messaging,25/8/2021,General,Weerakit on TH ORR if any from Blitz
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Call/Chat Messaging,6/7/2021,General,Joyce on marketing deck assets
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Call/Chat Messaging,14/7/2021,General,Joyce on feedback  of ASR Programs
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Call/Chat Messaging,25/8/2021,General,Joyce on SPIFF vouchers and intro of Anise
